DateTime,TweetId,Text,Username,Displayname,Language,Hashtags,ReplyCount,RetweetCount,LikeCount,QuoteCount
2023-06-25 18:05:40+00:00,1673029708047319044,"Sadly predictable but still absolutely outrageous. 

This is brazen, explicit, obsessive discrimination against Israeli Jews based on where they live and work. 

I will do everything possible to reverse this decision & prohibit such antisemitic discrimination by the U.S. government in the future.",tedcruz,Ted Cruz,en,,130,183,836,13
2023-06-25 17:26:08+00:00,1673019759632285696,"When faced with questions relating to America’s role in the world, we would be wise to heed the advice of our Founding Founders. https://t.co/Dyasy39wGi",RandPaul,Rand Paul,en,,306,663,3274,26
2023-06-25 17:25:00+00:00,1673019475292049408,"I am so proud to march in #NYCPride today!

This is the first #NYCPride March since we passed the Respect for Marriage Act into law.

And we’re going to keep fighting for equality for LGBTQ+ Americans across this country.

LGBTQ+ rights are human rights. https://t.co/yAffaPIXT4",SenSchumer,Chuck Schumer,en,"['NYCPride', 'NYCPride']",5965,988,6824,251
2023-06-25 16:30:01+00:00,1673005635737198594,There is a reproductive health care crisis in America and we will continue fighting to protect women’s health and the right to make decisions about one’s own body.,KamalaHarris,Kamala Harris,en,,2229,870,4720,108
2023-06-25 16:03:57+00:00,1672999078358286336,"I’m inspired by the courageous Africa, Asia-Pacific, and Europe @ObamaFoundation Leaders I met in Athens, Greece.

They’re working on the most pressing issues facing our world – from climate change and human rights to empowering women and girls.

Take a look: https://t.co/RTszRkZvpp",BarackObama,Barack Obama,en,,6270,7028,55683,499
2023-06-25 15:31:46+00:00,1672990978234277888,"We must also enact Democrats’ #ForThePeople Act to tear down barriers to voting, outlaw partisan gerrymanders, empower the grassroots and cut off big dark money in our elections.

House Republicans must now join Democrats in securing the right to vote for generations to come.",SpeakerPelosi,Nancy Pelosi,en,['ForThePeople'],228,185,942,5
2023-06-25 15:31:46+00:00,1672990976476938241,"While it is welcome news the Supreme Court spared the Voting Rights Act in its recent ruling, rescuing our Democracy demands that the Congress enact our John R. Lewis Voting Rights Advancement Act. This measure would restore the preclearance requirement — the heart of the VRA.",SpeakerPelosi,Nancy Pelosi,en,,116,179,946,2
2023-06-25 15:31:45+00:00,1672990974513934336,"The right to vote is a sacred promise of our Democracy. But in Shelby v. Holder 10 years ago today, as the late Congressman John Lewis said, the Supreme Court stuck a dagger in the heart of the Voting Rights Act: allowing acts of voter suppression to run rampant across America.",SpeakerPelosi,Nancy Pelosi,en,,4048,1694,6737,170
2023-06-25 14:46:39+00:00,1672979624492425216,"The leading cause of death for America’s children is gun violence – today, let us recommit to ending our nation’s gun epidemic once and for all.

Read my full statement here: https://t.co/Mjngei1tpb",SpeakerPelosi,Nancy Pelosi,en,,120,90,497,8
2023-06-25 14:46:38+00:00,1672979620751130625,"Democrats know that there is more to be done to combat the scourge of gun violence. Republicans must join Democrats in passing legislation to reinstate the Assault Weapons Ban, enact universal background checks &amp; require gun owners to safely &amp; securely store their firearms.",SpeakerPelosi,Nancy Pelosi,en,,60,78,539,4
2023-06-25 14:46:38+00:00,1672979619107028994,"Inspired by survivors &amp; families, the Democratic Congress passed this legislation to:

- Close the “boyfriend loophole” to protect victims of domestic violence
- Improve access to mental health services 
- Invest in state programs to ensure weapons are kept out of dangerous hands",SpeakerPelosi,Nancy Pelosi,en,,18,37,189,0
2023-06-25 14:46:37+00:00,1672979617483825153,"One year ago today, @POTUS signed the Bipartisan Safer Communities Act into law – America’s first major gun violence prevention legislation in nearly three decades.",SpeakerPelosi,Nancy Pelosi,en,,678,548,3107,36
2023-06-25 14:30:07+00:00,1672975461276680194,"As a nation, we have many obligations, but we have only one truly sacred obligation: To prepare those we send into harm’s way and care for them and their families when they come home. https://t.co/Ij64GpLwSs",JoeBiden,Joe Biden,en,,3831,1381,7907,187
2023-06-24 23:39:19+00:00,1672751284456239105,"If Merrick Garland really issued an order prohibiting further investigation into Hunter Biden's business dealings as the IRS whistleblower alleges, then I think there's real evidence that he's guilty of obstruction of justice.
https://t.co/O1lXqhwNvZ",tedcruz,Ted Cruz,en,,1131,1226,4716,71
2023-06-24 23:14:00+00:00,1672744915028041730,Extremists in Congress plan to ban abortion nationwide—President @JoeBiden and I will not accept that.,KamalaHarris,Kamala Harris,en,,4044,1485,9306,191
2023-06-24 22:30:05+00:00,1672733864974745601,"After the Supreme Court's extreme decision to overturn Roe v. Wade, I signed an executive order to safeguard access to health care services like abortion and promote the safety and security of patients, providers, and clinics—but Congress must do more. https://t.co/3re4z4xoni",JoeBiden,Joe Biden,en,,4142,2251,11583,228
2023-06-24 21:23:15+00:00,1672717045333368833,"Pride is a celebration—and a statement of resilient defiance. I was very glad to join North Shore Pride today with my friend @KimDriscollMA, and I’ll keep fighting for full LGBTQ+ equality so everyone can live proudly and safely as themselves. https://t.co/hO01XF24Lr",ewarren,Elizabeth Warren,en,,309,236,2026,11
2023-06-24 21:23:05+00:00,1672717002698260483,"Democrats are fighting for reproductive rights and legislation that restores the protections of Roe v. Wade. 

And the majority of Americans are with us. https://t.co/N89dwhArOW",KamalaHarris,Kamala Harris,en,,2127,1085,6781,106
