DateTime,TweetId,Text,Username,Language,Hashtags,ReplyCount,RetweetCount,LikeCount,QuoteCount,Sentiment,Value
2020-10-15 02:38:06+00:00,1316569008594972672,Nature knows. https://t.co/JNSOxAUDLu,JoeBiden,en,,2303,3848,25974,367,uncertain,0.0
