DateTime,TweetId,Text,Username,Language,Hashtags,ReplyCount,RetweetCount,LikeCount,QuoteCount
2023-05-17 19:44:05+00:00,1658921350390530048,"That’s about as clear as it gets. Donald Trump and MAGA Republicans are responsible for killing Roe v. Wade. And if you vote for them, they’ll go even further. https://t.co/IsPEy8pm7M",JoeBiden,en,,25912,27259,91988,2708
2023-05-16 13:58:00+00:00,1658471867022467077,"My plan cuts wasteful spending on Big Oil and Big Pharma. 

MAGA Republicans’ bill cuts veterans’ health care, Meals on Wheels, and education. They’re showing us their values—loud and clear.",JoeBiden,en,,9817,3382,12525,404
2023-05-14 22:47:00+00:00,1657880217950601218,"How do MAGA Republicans choose to repay those who fought to defend our country?

They are proposing cutting veterans’ health care funding, which would result in as many as 30 million fewer veteran outpatient visits.",JoeBiden,en,,16154,5858,19765,735
