DateTime,TweetId,Text,Username,Language,Hashtags,ReplyCount,RetweetCount,LikeCount,QuoteCount
2023-05-31 16:30:14+00:00,1663945994608824322,"Our infrastructure investments have led to repairs on over 4,900 bridges and 69,000 miles of road.

It’s about strengthening our economy and creating good-paying jobs. https://t.co/0F9MsOBvwJ",JoeBiden,en,,1858,1187,5949,117
2023-05-30 22:30:03+00:00,1663674159237414913,"The bipartisan budget agreement prevents what could have been a catastrophic default and would have led to an economic recession, retirement accounts devastated, and millions of jobs lost.",JoeBiden,en,,1574,902,5126,85
2023-05-25 23:34:05+00:00,1661878334408515585,"Defaulting on the debt—including trillions incurred under Donald Trump—could mean seniors missing Social Security checks and millions of jobs lost.

It sounds like the head of the Republican Party thinks that’s a price worth paying to elect Republicans. https://t.co/fHbRqviI9j",JoeBiden,en,,5901,10405,28887,722
