DateTime,TweetId,Text,Username,Language,Hashtags,ReplyCount,RetweetCount,LikeCount,QuoteCount
2023-05-30 22:30:03+00:00,1663674159237414913,"The bipartisan budget agreement prevents what could have been a catastrophic default and would have led to an economic recession, retirement accounts devastated, and millions of jobs lost.",JoeBiden,en,,1574,902,5126,85
2023-05-26 14:54:08+00:00,1662109872622649346,"We’re proposing a new rule to make it mandatory for all U.S. airlines to compensate you with meals, hotels, taxis, rebooking fees, and cash miles or travel vouchers when they’re the ones to blame for cancellation or delay.

It matters for hardworking families. https://t.co/JXBv6XaQCr",JoeBiden,en,,9664,2523,21435,648
